1,206441,79174,56653,86726,58924,120176,97722
2,79473,100350,82999,145706,58819,62313,99801
3,83332,98811,83610,142739,58803,63420,168299
4,97836,81162,52913,146230,87248,106531,163537
5,98785,52320,52929,151510,111661,62365,143286
6,101529,97593,52221,85570,109430,62049,142764
7,76020,79191,82347,125972,106440,116260,160267
8,52265,94172,52704,127146,57634,61699,96103
9,80789,100518,99589,82986,112461,118418,96589
10,83668,95332,101917,138407,89125,105734,136800
11,53249,82625,52342,120517,60768,106565,97445
12,81836,52714,52451,85906,85925,106638,134785
13,81701,54470,75041,116669,111637,101423,99875
14,53177,52746,78490,120983,108777,104501,99406
15,81935,54158,82799,86954,59692,64081,160300
16,97186,53260,99174,85590,108176,63564,99660
17,54286,101883,53111,86196,61549,63997,155453
18,53106,52940,98044,140798,59740,63858,97878
19,84461,93347,52762,145871,59381,115219,97894
20,88604,53101,101385,126823,111069,63149,133902
21,53127,100859,52829,143789,110912,117293,97489
22,83767,100689,97170,124539,59232,99702,140879
23,100284,83266,53146,119359,109363,115336,97654
24,53580,95911,85519,83625,58853,116911,97245
25,83317,52725,53163,116902,105457,63254,141248
26,97519,54587,53284,84365,109272,109055,159091
27,87064,83703,54713,118992,110346,101384,132760
28,53725,98685,95179,119883,60061,102533,161382
29,100149,80619,82553,122332,91536,117070,141732
30,99916,53350,100261,83356,58907,118051,137407
