1,196553,77704,77256,98701,69811,73383,102946
2,91034,60357,90542,85871,92649,78936,98062
3,46930,78199,91164,91553,75233,61874,100651
4,79631,89289,79071,88178,55943,76658,101093
5,80315,47382,80130,90760,79152,84580,91650
6,46528,95948,59084,84520,56827,74386,96504
7,78149,81016,80939,87798,77951,83812,111154
8,61340,79136,78791,95203,77458,87812,100652
9,80621,61284,59639,94432,78507,69669,104390
10,60927,58124,62158,92920,75449,59662,114569
11,63378,61511,87641,83711,56467,90812,97883
12,80674,80580,80303,86279,84244,75015,111829
13,57818,48790,91783,94496,70643,73321,98284
14,62500,80338,46365,91225,73009,74247,107930
15,62033,76633,91118,82743,75407,75578,113402
16,94712,75675,49373,82328,89332,85455,108864
17,94040,90422,74945,97043,76940,70421,113962
18,61198,77778,92369,85169,85509,90612,97809
19,94645,92201,94610,83448,78189,79838,102603
20,92490,63562,76735,97360,69644,84364,100185
21,47180,89620,48229,98519,79057,84626,99970
22,61883,59083,93440,91225,89125,75823,98073
23,77324,78742,90431,86928,86890,64454,102355
24,58029,62454,90256,93071,66948,83645,97153
25,75625,93658,91988,88045,92429,83788,106972
26,93455,92959,90839,88377,90581,92226,100143
27,92129,63407,57725,96714,84748,63861,108730
28,47745,46575,47419,84524,70893,75359,111274
29,76928,76461,88716,94763,70672,87690,103626
30,92905,94520,78094,88500,74114,77802,99312
