1,94760,47347,89797,94368,94361,100549,97709
2,99478,85981,46397,94043,99453,95052,96778
3,46535,93615,90238,93999,99790,42780,88480
4,86866,52483,93946,89780,95287,39354,90074
5,92137,95290,92522,48049,93962,88464,95671
6,41490,90260,38518,90119,99927,51074,96237
7,47385,40472,92154,93471,98053,94826,49434
8,58305,89964,50767,87180,95331,48757,39750
9,41094,49798,101228,95211,98027,97762,39688
10,97711,41827,98296,40345,40749,93285,91948
11,91682,49000,94952,97331,40285,39009,95700
12,96661,95971,92124,99283,94379,91003,92086
13,99594,93177,92345,92997,95193,92915,47101
14,51493,94569,94563,39580,93182,93333,38992
15,97967,99560,96885,94756,93495,90481,92397
16,39966,96540,50261,93095,98977,96326,92258
17,92404,97302,95418,94615,92562,38172,86892
18,95280,91961,38950,93353,47445,85513,92106
19,102902,46641,92098,50482,105546,86364,47971
20,50041,94702,93051,92970,98732,45091,94504
21,89010,97229,40061,87352,92561,97227,97619
22,86525,94542,38924,95630,97755,52329,95076
23,47194,90927,90089,51005,97430,38980,89448
24,41096,94795,38290,94585,97688,43626,42275
25,43608,96650,88914,42792,93266,93113,41938
26,44724,40624,43872,38892,40934,49312,94718
27,98267,95183,96511,95080,47027,94077,97629
28,97040,89070,90321,97442,96949,39343,39593
29,40662,95306,39108,51984,40482,48223,97960
30,94018,40400,92201,94994,40336,53414,93706
