1,372064,334379,295352,319281,300924,283784,366093
2,321880,310077,307900,327183,377512,356566,365564
3,306727,309529,364032,325899,360633,332814,314134
4,313937,374963,322576,361822,297260,276115,290140
5,300641,291046,301033,294330,301774,364890,302147
6,319769,306193,287528,355760,353472,361665,368205
7,306536,365857,307441,331382,322310,368155,338946
8,322204,315560,302439,340267,334406,343023,377818
9,357227,317472,340576,330848,317163,324295,339949
10,325668,344074,370096,320586,322526,304538,346010
