1,114597,69088,112227,109605,72904,76802,235966
2,122226,124704,124749,207250,144108,157160,239093
3,123189,112863,118016,211664,139540,148244,241532
4,125048,65925,122609,225750,73532,161364,239953
5,119842,121016,64933,108971,134037,164435,243881
6,119976,125256,65294,109680,135367,157153,247297
7,126255,65446,127088,213455,141739,76964,227693
8,130254,114920,122974,202268,143198,76930,125188
9,66468,118767,65058,191391,73432,160337,126071
10,66546,124628,64893,188533,73356,159182,219777
11,132343,65676,65035,206975,73812,77122,229647
12,119325,66541,114680,109769,73774,166359,252753
13,111720,66144,112828,203267,72774,165070,233812
14,66343,65750,64968,107687,138758,168444,228864
15,66633,65620,123980,199338,153724,149859,235520
16,134501,116267,120950,202569,73530,165337,231730
17,66298,115812,120340,108848,142156,152559,126140
18,66669,65775,64685,201912,73806,155023,249471
19,124330,124107,124980,109356,145307,77210,125496
20,66481,127027,121484,205949,141540,164742,125357
21,130402,66696,128485,214605,138314,154056,126030
22,66794,65995,123383,109045,132786,151448,230267
23,66725,125923,118015,195053,143038,78430,126545
24,67655,65571,122692,206777,146501,76741,227890
25,120982,113696,64921,214677,142408,148878,235587
26,132577,127765,113063,223998,135277,150513,231446
27,115435,133111,121972,212202,146474,159665,124120
28,67245,127729,138441,106922,126886,76902,124187
29,125010,119769,64674,210174,72697,165678,233485
30,120843,65067,64811,107771,73138,150172,243288
