1,233325,65002,55519,91204,64975,70865,96624
2,60697,51689,55251,92935,71068,61451,82401
3,56855,57107,52189,84526,57337,70750,78451
4,57849,57078,55100,87372,59166,69804,94770
5,53840,58656,49174,87736,62249,71350,82700
6,55067,55995,53517,68241,61111,64184,109349
7,52089,55259,49890,93498,63793,70541,104639
8,51694,49866,53990,87813,59215,69598,105656
9,57047,51019,52097,71018,66532,62236,83551
10,57313,49743,54558,91786,61222,72363,81012
11,58086,53933,57762,92972,58379,66894,111260
12,55024,61385,53576,76426,68010,72955,106706
13,55040,57498,55082,76428,55838,71384,84223
14,62879,53380,55850,76169,67171,70004,111146
15,58389,55271,47910,94171,65109,62555,94135
16,52934,56237,58115,67624,68243,70646,85983
17,51200,59530,53830,90431,73480,71340,113161
18,57572,48952,52958,88130,64937,70638,104559
19,55530,51951,53521,89592,57144,64820,85132
20,54066,49899,49634,72139,68026,62759,102209
21,56755,45172,57377,74882,66433,73215,81268
22,56174,53281,55507,76395,57108,71305,111739
23,57094,57632,57029,73190,63551,70450,116284
24,50327,55471,58222,101909,65185,77360,107841
25,49633,50651,54239,70341,64218,65802,79312
26,58573,61409,56146,99252,63745,77086,110040
27,57562,50818,45761,90455,58712,69234,86049
28,50435,57196,55582,73687,60505,70947,112929
29,54307,55284,53812,92905,61019,72082,98592
30,57499,55878,52460,76229,63510,66109,98694
