1,456076,363078,272175,293811,369471,280149,353961
2,273151,295978,301616,399611,407038,381193,397416
3,392723,396020,348295,349522,285723,407792,298676
4,390389,294498,404434,387311,345858,346864,350007
5,282578,406367,272704,302474,384563,376986,293219
6,304759,398417,370946,305031,290781,369820,285274
7,289772,287903,367367,292142,383987,279641,283268
8,278368,365864,360985,369970,381108,392816,383400
9,380843,375549,394357,371150,278827,382615,348635
10,371916,380148,292561,295655,298115,351087,362051
