1,926239,661432,888096,839510,760488,480486,668099
2,652961,538475,634985,631259,548012,574856,701457
3,513014,673671,500849,797981,582187,619249,795052
4,700184,710025,648087,675889,676633,689749,737543
5,694383,583309,562456,644227,567712,542751,614536
6,679829,596503,521582,470163,511240,534585,565079
7,488388,569183,524554,530308,486315,512097,526172
8,534146,531862,494619,483174,628086,510952,514529
9,480825,515049,439189,683402,562068,641398,741429
10,748996,599655,653969,785756,660603,554418,545300
