1,865201,503030,534400,722483,589080,746531,914348
2,656805,572092,416213,852912,703885,743241,940421
3,783623,563725,505266,706306,624526,601939,821504
4,660368,547423,609058,868531,599414,623271,914118
5,608481,724419,567826,658096,604665,766317,715586
6,571818,578655,580994,742874,705276,684805,718267
7,589482,552610,631899,777918,601759,702525,729688
8,666979,646436,625385,804265,616378,659837,743984
9,568273,662249,671914,839648,687306,628189,701393
10,588769,634231,571667,679899,573970,598751,710424
