MFGR#11,INDONESIA0,240384
MFGR#12,INDONESIA0,234885
MFGR#13,INDONESIA0,247191
MFGR#14,INDONESIA0,243078
MFGR#15,INDONESIA0,237752
MFGR#21,INDONESIA0,239749
MFGR#22,INDONESIA0,241090
MFGR#23,INDONESIA0,243478
MFGR#24,INDONESIA0,246023
MFGR#25,INDONESIA0,244352
MFGR#31,INDONESIA0,244477
MFGR#32,INDONESIA0,242417
MFGR#33,INDONESIA0,238267
MFGR#34,INDONESIA0,237509
MFGR#35,INDONESIA0,242856
MFGR#41,INDONESIA0,245631
MFGR#42,INDONESIA0,241734
MFGR#43,INDONESIA0,241956
MFGR#44,INDONESIA0,239662
MFGR#45,INDONESIA0,236345
MFGR#51,INDONESIA0,236555
MFGR#52,INDONESIA0,238214
MFGR#53,INDONESIA0,242442
MFGR#54,INDONESIA0,240742
MFGR#55,INDONESIA0,238289
