MFGR#11,INDONESIA      ,2510744
MFGR#12,INDONESIA      ,2511611
MFGR#13,INDONESIA      ,2515280
MFGR#14,INDONESIA      ,2517839
MFGR#15,INDONESIA      ,2510856
MFGR#21,INDONESIA      ,2499922
MFGR#22,INDONESIA      ,2514327
MFGR#23,INDONESIA      ,2523966
MFGR#24,INDONESIA      ,2531245
MFGR#25,INDONESIA      ,2518422
MFGR#31,INDONESIA      ,2516513
MFGR#32,INDONESIA      ,2517758
MFGR#33,INDONESIA      ,2482057
MFGR#34,INDONESIA      ,2518887
MFGR#35,INDONESIA      ,2539371
MFGR#41,INDONESIA      ,2538560
MFGR#42,INDONESIA      ,2522949
MFGR#43,INDONESIA      ,2521765
MFGR#44,INDONESIA      ,2500586
MFGR#45,INDONESIA      ,2484616
MFGR#51,INDONESIA      ,2514251
MFGR#52,INDONESIA      ,2489198
MFGR#53,INDONESIA      ,2548045
MFGR#54,INDONESIA      ,2545423
MFGR#55,INDONESIA      ,2498484
