1,2635193,1637805,684960,381324,948179,593047,629551
2,2430002,1364933,616654,522202,1445602,710465,440789
3,2425353,1361219,635055,567782,1210073,700519,562412
4,3018033,1466899,706643,531043,1186217,553999,802863
5,2496566,1298723,750536,400477,1544470,717111,515679
6,2522955,1340360,514660,383529,1474049,558325,469806
7,2300431,1140362,583285,368697,1239280,544351,520179
8,2736080,1297861,668002,376784,1433117,538644,735661
9,2436731,1456384,754036,736454,1469526,657962,529697
10,2402497,1427429,488165,590115,1227104,821240,463736
