1,2074034,1020763,416204,343048,1066158,472232,377996
2,1592558,1150435,540082,337952,1093264,405289,297545
3,1820720,882307,537765,332353,890864,415045,376642
4,1680214,972338,458670,392676,974877,461752,376077
5,1717465,1017330,308557,405291,896404,372379,410595
6,1833405,991553,481942,327307,875110,351771,387491
7,1791007,1047519,458488,400862,905981,507420,407868
8,1678357,1008164,441144,395276,1034708,438203,407903
9,1710458,1038771,385356,421847,1065267,488422,298728
10,1786963,979400,466934,419749,878815,372502,406399
