1,870246,173365,213401,101248,297953,158122,230727
2,401462,198197,339478,422366,174579,346568,450507
3,456579,678046,276201,321126,358517,353520,400072
4,252739,437535,460723,341725,468991,323945,491380
5,612853,497764,662979,533284,632415,552708,660386
6,562973,590763,539431,664929,537022,609296,546988
7,675681,538199,611968,557415,639644,551555,666973
8,568713,637687,564564,658460,559780,600684,532759
9,679704,571687,601191,575182,633584,589210,610881
10,609874,632818,583187,637778,602725,636681,587780
11,669148,595631,636329,611037,643404,605850,641140
12,636258,660023,608767,577575,580229,575529,490588
13,598293,562613,551939,548187,538419,534339,515453
14,531307,556650,512844,481491,506355,545668,568535
15,573014,631945,562686,669318,580186,558136,533845
16,493045,507846,564277,569419,564381,547570,548451
17,544183,523861,549976,584606,459318,471922,480251
18,539381,485431,476748,483329,503776,511093,512342
19,556733,492579,472153,468266,509928,496093,506387
20,552659,498533,497518,464316,480077,459735,460528
21,507937,468891,461526,461812,481633,469832,473662
22,521044,466611,466167,459077,459187,463712,465975
23,530585,477237,467515,462699,470139,462136,462270
24,518347,471446,468015,462949,477044,462776,463820
25,508947,471256,459560,460949,477201,466113,456278
26,531559,478011,467815,474228,494678,488997,479469
27,523969,477395,466963,472957,486514,472413,471223
28,513244,484107,470656,475470,480284,480859,477122
29,542840,479673,477486,477170,496725,476820,475399
30,552767,482124,479244,473729,478277,479453,501497
