1,434728,191615,73130,63212,184748,78837,78349
2,252114,151418,64990,61897,157687,70402,51413
3,366823,191751,66781,54859,160210,75857,45542
4,297458,189597,39525,55664,126736,78172,52138
5,373794,156077,58085,61581,127870,47594,44191
6,303207,127654,60426,36518,125763,73953,76970
7,361525,127638,66804,58202,126504,76232,78428
8,369937,150761,69496,55609,181768,71908,78570
9,246347,156574,64910,37215,188440,71432,74748
10,248955,181743,38500,58545,182129,67058,50526
11,369363,188432,42714,53116,148259,66951,47475
12,316732,159246,37090,37668,181135,69543,72453
13,362932,150047,40618,57147,182514,70657,72611
14,251312,182323,70787,39442,126455,73877,51861
15,250337,128454,68833,64140,126646,72959,78067
16,359301,147590,71703,66554,129053,41560,68212
17,384714,126963,63444,60725,129312,68719,69721
18,361825,127821,68345,40111,125731,81887,86016
19,305999,150687,60463,61825,150196,72736,54968
20,369855,128520,64457,61656,150157,43323,76651
21,309653,180909,43173,61775,129430,49410,77642
22,251970,155394,61642,61006,128063,74660,82976
23,255742,150419,41150,56219,149955,47644,86424
24,362034,155832,43786,61171,184243,44770,79596
25,358965,124998,61978,55355,125697,43481,84682
26,370189,180884,69984,55222,125738,47336,72780
27,372902,151811,39256,38132,126871,42166,49847
28,370372,154532,41936,68618,183590,76708,74665
29,299306,127155,64534,41747,183241,75350,52104
30,294221,128111,58177,60631,184142,45551,80086
