1,132660,84939,65043,44678,44617,51208,62091
2,46263,45608,43325,46706,47029,48093,55037
3,42037,43656,36330,40911,45518,51208,59821
4,40798,44009,38997,40263,45999,47272,59547
5,45983,43631,38071,44995,47726,47637,59802
6,44514,44435,38006,45860,42564,51956,64518
7,43796,42164,38945,47153,44652,48184,57920
8,37616,45594,37781,49625,45238,49840,60813
9,39988,42839,35713,50310,45310,48686,61210
10,39339,41254,42804,44853,46654,49696,60900
11,42309,39064,37934,48289,47559,52648,61235
12,49584,45142,39401,50004,45753,48323,56751
13,43457,39766,48720,48465,45525,50654,61332
14,42704,41041,44292,49596,46294,50645,58768
15,39060,46381,40996,41521,42772,53062,59308
16,40765,42139,47917,45538,44554,50995,61628
17,40699,41893,41603,48300,46629,49065,62007
18,39547,40958,42992,44395,46431,48383,57301
19,41489,43755,40733,49440,45172,54189,56299
20,42137,42626,46380,43519,50232,49461,59960
21,45405,42528,38829,45541,45281,56708,59429
22,48334,40864,41346,49509,42321,56878,59883
23,42949,49730,45141,44752,46306,47174,65429
24,46664,41037,40652,51274,43494,51043,56441
25,41201,46589,43866,49221,43103,49490,56848
26,46567,44786,45766,50278,43375,51727,58561
27,45675,47726,39406,45376,46417,50239,59007
28,43783,47264,39003,46526,43581,53126,57913
29,45109,46374,43707,48147,46384,53638,66782
30,47495,47261,43419,44906,44652,49245,59025
