1,374007,363100,355843,370745,351428,351054,203415
2,198104,362017,354237,203400,368863,185270,189982
3,201175,372121,352512,368888,387175,365732,190994
4,185964,349756,201616,186921,379770,374377,189679
5,202988,202793,367530,189812,187679,341502,378593
6,186021,187196,375851,372486,345050,186510,191548
7,188241,185127,185759,341094,362907,347906,357577
8,376135,201610,189326,379974,375326,377201,391562
9,382266,186556,386382,190706,367729,378100,382233
10,187442,358793,186901,349939,379991,186342,190433
