1,338532,119675,84916,72430,108937,86540,56870
2,199412,82868,85995,36794,109525,54235,85825
3,203733,116805,83514,81910,117484,70449,67866
4,199030,82791,69209,90247,110696,51058,80770
5,153808,119442,72347,36244,81556,80184,63699
6,195326,110044,73702,35973,82905,37032,65915
7,155219,118996,35929,87398,118879,36440,56118
8,215680,84990,68055,90600,85943,87152,87552
9,196021,85422,84708,85554,108779,88879,81609
10,156099,115868,36013,80380,106715,36390,57505
11,152384,83954,71257,90105,118715,68778,91180
12,214901,84133,85903,35945,116569,87251,77160
13,153995,83639,35599,87494,107781,63773,87907
14,200100,84453,86225,64430,118493,51720,64231
15,153617,83459,52762,55377,119499,75368,55267
16,153718,117534,84917,81057,117618,80582,72263
17,199691,111313,35989,80270,109324,76146,66980
18,198491,108221,67947,52078,108599,36088,53862
19,213821,109483,70783,81582,83526,36482,82659
20,153809,117460,79772,50955,116626,77873,88623
21,202115,108223,82529,54096,82734,69404,55894
22,214932,81520,70019,73133,82835,75493,91683
23,217777,110322,53878,80798,118150,79342,56783
24,215288,81265,79945,36640,115994,86832,58313
25,220559,115702,80247,68950,116393,78084,81654
26,196652,108080,53338,36891,118068,84504,54196
27,200672,83202,84053,78584,80809,36582,91380
28,154668,107146,50396,73800,84561,36638,88716
29,153200,108778,88676,88127,85716,88703,59208
30,200091,83334,36542,36768,116401,69136,78684
