1,391382,159389,80202,86649,177385,88206,80891
2,382528,183164,83737,84458,189933,81233,88858
3,382072,196480,84649,39457,181738,86199,79803
4,319903,189082,71275,72430,191117,84057,79688
5,312055,177023,82002,89699,194021,42039,39896
6,356610,174572,82303,81384,156891,84582,78823
7,311006,189180,86236,45162,157514,39074,86289
8,311616,191641,38432,38878,181180,83933,90617
9,356400,160139,85241,82968,176163,45407,89053
10,370667,187221,44424,79107,179932,80994,38975
11,345013,158256,82094,79803,193738,50886,84980
12,369706,158873,75779,79545,176213,80052,84170
13,318976,162184,43333,85293,186116,43116,80015
14,346733,175225,43293,87434,158932,38704,45522
15,311421,159266,45175,89867,187532,82976,78530
16,377486,157069,39062,39037,176420,85466,40447
17,359957,176720,41848,84613,191394,74272,86320
18,348549,157477,76076,86627,159114,76953,77500
19,311191,185273,76199,38711,176942,84598,84294
20,368214,177371,84152,42090,158431,46081,79359
21,349187,187405,39539,88117,188259,42018,38414
22,351382,176781,44163,83757,176648,83076,38758
23,348304,156774,39680,87441,157598,38684,82048
24,347667,160137,79886,78086,184269,80719,87491
25,359791,183945,39622,76431,177128,45962,86223
26,312842,176629,75716,88081,159781,41136,44489
27,355169,175838,75974,75177,175125,39904,83760
28,313644,158151,84303,40239,185747,80262,75755
29,344985,176245,82185,39949,186618,44560,40222
30,311182,188359,79477,85341,159857,78927,40049
