1,165210,70776,79865,84502,77607,86265,68525
2,85449,46737,46793,89607,76322,75861,70227
3,85870,89140,83303,85676,84881,79188,63534
4,50619,82616,87024,90377,58735,57284,68627
5,82531,79955,81543,48268,56080,62008,75366
6,81441,80669,44219,88848,83933,79986,68317
7,46828,85774,89137,80986,75724,70523,62126
8,83910,83046,44048,45626,58222,72974,76243
9,81189,78587,80422,82099,76148,71624,65232
10,84537,78475,82943,87059,74648,73686,69935
11,84030,81161,44544,85034,80645,84635,67605
12,81739,80848,44233,80406,82452,58307,67690
13,86010,50516,44512,88605,74795,78866,78158
14,84851,86718,83660,86022,74825,61097,72625
15,46428,49107,45856,79036,80906,73962,76148
16,48007,81881,79235,80818,79772,84132,85233
17,88358,81594,81899,48780,78785,60764,70910
18,89898,48785,49242,49682,82369,79953,73863
19,81794,80888,48289,81297,81176,72229,75482
20,52349,79926,80125,72941,80040,67018,67457
21,84507,89153,47380,79175,57341,75998,67928
22,86096,84470,47485,44804,76226,73189,64340
23,81505,79358,77444,47271,54675,72846,67172
24,49793,49712,45883,44914,81415,59023,69945
25,47739,47116,75666,77543,77427,72919,67104
26,49889,79280,84710,47383,80713,76890,72212
27,83259,48910,84306,79591,73259,80779,68711
28,80424,82162,79113,47587,77211,84210,74240
29,85136,80490,82926,78291,78756,76905,70527
30,82123,48639,43891,44793,56462,61622,74567
